cell_id,tsne_1,tsne_2,true_label,predicted_label,hungarian_annotation,marker_overlap_annotation,batch
human1_lib1.final_cell_0320-0,35.06725,17.042894,beta,12,beta,beta,human1
human1_lib1.final_cell_0321-0,1.3601756,20.367086,delta,8,delta,delta,human1
human1_lib1.final_cell_0322-0,18.162548,-62.070713,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0323-0,26.663982,-79.16006,epsilon,15,epsilon,quiescent_stellate,human1
human1_lib1.final_cell_0324-0,29.656109,-62.04472,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0325-0,-32.469067,24.091251,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0326-0,23.630022,-76.73012,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0327-0,27.828642,-64.25485,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0328-0,41.740456,37.883602,beta,12,beta,beta,human1
human1_lib1.final_cell_0329-0,54.324646,-10.786509,beta,12,beta,beta,human1
human1_lib1.final_cell_0330-0,-71.63372,41.440975,ductal,2,Unmatched_2,ductal,human1
human1_lib1.final_cell_0331-0,56.420097,46.863678,beta,12,beta,beta,human1
human1_lib1.final_cell_0332-0,-37.242393,-35.753963,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0333-0,43.8087,57.760235,beta,12,beta,beta,human1
human1_lib1.final_cell_0334-0,3.4706304,-73.563576,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0335-0,42.75119,6.9509325,beta,12,beta,beta,human1
human1_lib1.final_cell_0336-0,31.023193,60.169426,beta,12,beta,beta,human1
human1_lib1.final_cell_0337-0,10.981006,27.100601,delta,8,delta,delta,human1
human1_lib1.final_cell_0338-0,2.16232,21.15763,delta,8,delta,delta,human1
human1_lib1.final_cell_0339-0,39.26379,52.44425,beta,12,beta,beta,human1
human1_lib1.final_cell_0340-0,36.467228,69.08361,beta,12,beta,beta,human1
human1_lib1.final_cell_0341-0,44.747574,14.267987,beta,12,beta,beta,human1
human1_lib1.final_cell_0342-0,-76.98361,41.15783,ductal,2,Unmatched_2,ductal,human1
human1_lib1.final_cell_0343-0,-30.974434,53.544933,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0344-0,44.106068,71.19681,beta,12,beta,beta,human1
human1_lib1.final_cell_0345-0,4.671976,-19.557861,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0346-0,32.54092,23.298279,beta,12,beta,beta,human1
human1_lib1.final_cell_0347-0,40.037968,3.8657234,beta,12,beta,beta,human1
human1_lib1.final_cell_0348-0,17.30907,-62.677937,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0349-0,38.580845,-13.486934,beta,12,beta,beta,human1
human1_lib1.final_cell_0350-0,-33.35307,24.209063,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0351-0,44.637646,69.97796,beta,12,beta,beta,human1
human1_lib1.final_cell_0352-0,-37.497467,-72.018814,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0353-0,43.27883,14.057739,beta,12,beta,beta,human1
human1_lib1.final_cell_0354-0,-50.14933,-63.481155,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0355-0,-59.16993,22.587545,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0356-0,30.267385,11.484837,beta,12,beta,beta,human1
human1_lib1.final_cell_0357-0,24.871397,-58.642574,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0358-0,-26.690315,7.9389334,schwann,9,schwann,schwann,human1
human1_lib1.final_cell_0359-0,43.273872,63.449406,beta,12,beta,beta,human1
human1_lib1.final_cell_0360-0,-35.635735,21.92779,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0361-0,-59.096767,26.857332,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0362-0,-42.91599,-68.739395,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0363-0,39.5155,13.840062,beta,12,beta,beta,human1
human1_lib1.final_cell_0364-0,54.39356,-15.203681,beta,12,beta,beta,human1
human1_lib1.final_cell_0365-0,29.33004,-62.4162,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0366-0,28.37146,-59.640514,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0367-0,-47.732635,-64.83502,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0368-0,40.091965,35.906464,beta,12,beta,beta,human1
human1_lib1.final_cell_0369-0,28.11873,49.057762,beta,12,beta,beta,human1
human1_lib1.final_cell_0370-0,1.9098344,19.623608,delta,8,delta,delta,human1
human1_lib1.final_cell_0371-0,-29.468853,53.325504,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0372-0,-24.71142,54.263615,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0373-0,-48.288895,-64.88612,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0374-0,-75.98082,-9.120707,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0375-0,-63.426292,5.439355,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0376-0,-59.901566,34.245678,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0377-0,-1.4516916,20.138983,delta,8,delta,delta,human1
human1_lib1.final_cell_0378-0,47.81366,-14.381447,beta,12,beta,beta,human1
human1_lib1.final_cell_0379-0,39.81703,42.0867,beta,12,beta,beta,human1
human1_lib1.final_cell_0380-0,-61.81999,21.574032,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0381-0,16.339405,-66.8572,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0382-0,-31.29226,52.604053,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0383-0,-59.78837,25.392532,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0384-0,-51.47809,30.526033,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0385-0,28.145132,-68.167435,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0386-0,37.30211,69.4348,beta,12,beta,beta,human1
human1_lib1.final_cell_0387-0,31.517092,31.13271,beta,12,beta,beta,human1
human1_lib1.final_cell_0388-0,-49.512535,-62.068398,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0389-0,49.912876,42.554615,beta,12,beta,beta,human1
human1_lib1.final_cell_0390-0,12.223623,-64.10373,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0391-0,26.175734,21.944662,beta,12,beta,beta,human1
human1_lib1.final_cell_0392-0,45.215164,-3.4326603,beta,12,beta,beta,human1
human1_lib1.final_cell_0393-0,43.07634,44.5194,beta,12,beta,beta,human1
human1_lib1.final_cell_0394-0,37.326263,69.77424,beta,12,beta,beta,human1
human1_lib1.final_cell_0395-0,27.925869,-3.9404788,beta,12,beta,beta,human1
human1_lib1.final_cell_0396-0,12.676348,25.862469,delta,8,delta,delta,human1
human1_lib1.final_cell_0397-0,25.43699,20.699133,beta,12,beta,beta,human1
human1_lib1.final_cell_0398-0,-34.864918,18.375788,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0399-0,-28.123615,-4.6283326,activated_stellate,10,activated_stellate,activated_stellate,human1
human1_lib1.final_cell_0400-0,42.02509,49.27619,beta,12,beta,beta,human1
human1_lib1.final_cell_0401-0,-38.917892,-35.212036,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0402-0,25.828505,19.361609,beta,12,beta,beta,human1
human1_lib1.final_cell_0403-0,-43.899902,-67.33988,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0404-0,-31.905703,21.768179,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0405-0,43.794437,64.10277,beta,12,beta,beta,human1
human1_lib1.final_cell_0406-0,29.59322,-61.65008,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0407-0,-30.739386,21.777536,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0408-0,-63.39565,22.495316,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0409-0,39.86469,-18.31858,beta,12,beta,beta,human1
human1_lib1.final_cell_0410-0,-65.91498,3.7731059,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0411-0,-59.068485,26.577312,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0412-0,-76.98192,42.124252,ductal,2,Unmatched_2,ductal,human1
human1_lib1.final_cell_0413-0,-31.43266,53.123257,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0414-0,27.637377,-73.23281,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0415-0,-5.327338,24.432444,delta,8,delta,delta,human1
human1_lib1.final_cell_0416-0,9.19366,30.061049,beta,8,delta,delta,human1
human1_lib1.final_cell_0417-0,-88.41334,15.96086,macrophage,15,epsilon,quiescent_stellate,human1
human1_lib1.final_cell_0418-0,-71.638,-0.6295975,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0419-0,-63.55322,23.7444,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0420-0,-64.16132,25.209461,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0421-0,-45.26379,-64.35581,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0422-0,-62.97353,22.123446,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0423-0,-61.038105,24.911306,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0424-0,48.000454,-15.633782,beta,12,beta,beta,human1
human1_lib1.final_cell_0425-0,46.352654,44.74595,beta,12,beta,beta,human1
human1_lib1.final_cell_0426-0,-43.884266,-69.94654,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0427-0,1.9357384,-34.817493,beta,11,alpha,alpha,human1
human1_lib1.final_cell_0428-0,44.75296,-39.75256,mast,4,mast,mast,human1
human1_lib1.final_cell_0429-0,28.211803,48.211678,beta,12,beta,beta,human1
human1_lib1.final_cell_0430-0,-52.501614,29.881514,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0431-0,-49.720123,-64.72929,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0432-0,-32.947826,22.607626,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0433-0,5.2609353,-71.32857,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0434-0,38.54429,16.895283,beta,12,beta,beta,human1
human1_lib1.final_cell_0435-0,19.73887,-64.34419,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0436-0,-32.725876,51.275906,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0437-0,-76.10204,41.284702,ductal,2,Unmatched_2,ductal,human1
human1_lib1.final_cell_0438-0,44.633965,18.252754,beta,12,beta,beta,human1
human1_lib1.final_cell_0439-0,33.56151,57.87375,beta,12,beta,beta,human1
human1_lib1.final_cell_0440-0,-76.84517,42.31565,ductal,2,Unmatched_2,ductal,human1
human1_lib1.final_cell_0441-0,33.550034,-8.280062,beta,12,beta,beta,human1
human1_lib1.final_cell_0442-0,37.872623,43.329636,beta,12,beta,beta,human1
human1_lib1.final_cell_0443-0,-80.75465,-13.15096,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0444-0,-28.747625,60.434723,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0445-0,-56.332127,33.17468,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0446-0,32.996758,-8.295826,beta,12,beta,beta,human1
human1_lib1.final_cell_0447-0,56.744015,46.771614,beta,15,epsilon,quiescent_stellate,human1
human1_lib1.final_cell_0448-0,33.793434,18.864918,beta,12,beta,beta,human1
human1_lib1.final_cell_0449-0,-79.1496,-12.249941,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0450-0,-26.48065,-3.185098,activated_stellate,10,activated_stellate,activated_stellate,human1
human1_lib1.final_cell_0451-0,36.91104,27.964476,beta,12,beta,beta,human1
human1_lib1.final_cell_0452-0,-30.230494,22.36992,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0453-0,-31.45993,53.49487,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0454-0,-42.970398,-69.45237,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0455-0,-30.696981,22.414968,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0456-0,-63.236755,22.84546,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0457-0,-54.29682,29.396893,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0458-0,22.481716,-61.05243,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0459-0,-32.43992,24.45253,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0460-0,4.55069,-19.230577,beta,15,epsilon,quiescent_stellate,human1
human1_lib1.final_cell_0461-0,-36.27412,59.33027,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0462-0,60.85396,-9.006655,beta,12,beta,beta,human1
human1_lib1.final_cell_0463-0,-53.217983,27.131609,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0464-0,-55.629974,28.662062,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0465-0,47.53132,-11.598934,beta,12,beta,beta,human1
human1_lib1.final_cell_0466-0,-32.60733,54.028954,acinar,1,acinar,acinar,human1
human1_lib1.final_cell_0467-0,-2.0333533,32.859413,delta,8,delta,delta,human1
human1_lib1.final_cell_0468-0,37.696453,-5.500705,beta,12,beta,beta,human1
human1_lib1.final_cell_0469-0,39.860374,-9.977851,beta,12,beta,beta,human1
human1_lib1.final_cell_0470-0,31.426842,11.042621,beta,12,beta,beta,human1
human1_lib1.final_cell_0471-0,57.808598,-13.1988735,beta,12,beta,beta,human1
human1_lib1.final_cell_0472-0,25.03484,8.324488,beta,12,beta,beta,human1
human1_lib1.final_cell_0473-0,55.94744,-6.501718,beta,12,beta,beta,human1
human1_lib1.final_cell_0474-0,48.418045,-15.764052,beta,12,beta,beta,human1
human1_lib1.final_cell_0475-0,45.961765,-0.74898916,beta,12,beta,beta,human1
human1_lib1.final_cell_0476-0,1.6798264,13.358721,gamma,8,delta,delta,human1
human1_lib1.final_cell_0477-0,-75.64066,-3.4907222,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0478-0,33.344418,56.089405,beta,12,beta,beta,human1
human1_lib1.final_cell_0479-0,-36.216766,-65.24756,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0480-0,35.06019,-10.2198715,beta,12,beta,beta,human1
human1_lib1.final_cell_0481-0,-6.147024,19.075947,delta,8,delta,delta,human1
human1_lib1.final_cell_0482-0,37.17371,2.4201927,beta,12,beta,beta,human1
human1_lib1.final_cell_0483-0,51.030098,-10.55404,beta,12,beta,beta,human1
human1_lib1.final_cell_0484-0,-36.397636,-69.833435,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0485-0,-34.304253,22.061024,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0486-0,-5.3071527,18.351748,delta,8,delta,delta,human1
human1_lib1.final_cell_0487-0,36.42148,-12.099851,beta,12,beta,beta,human1
human1_lib1.final_cell_0488-0,-1.986055,12.838288,delta,8,delta,delta,human1
human1_lib1.final_cell_0489-0,-30.79943,15.47315,quiescent_stellate,15,epsilon,quiescent_stellate,human1
human1_lib1.final_cell_0490-0,56.82235,45.37234,delta,15,epsilon,quiescent_stellate,human1
human1_lib1.final_cell_0491-0,37.23208,43.84652,beta,12,beta,beta,human1
human1_lib1.final_cell_0492-0,30.29055,-65.1583,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0493-0,-1.9694002,19.442005,delta,8,delta,delta,human1
human1_lib1.final_cell_0494-0,32.724667,-62.232204,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0495-0,-33.00319,24.255182,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0496-0,-31.942738,14.833441,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0497-0,51.408737,39.32515,beta,12,beta,beta,human1
human1_lib1.final_cell_0498-0,-63.503002,25.279823,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0499-0,-58.475857,27.160292,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0500-0,-27.301378,-0.38160855,activated_stellate,10,activated_stellate,activated_stellate,human1
human1_lib1.final_cell_0501-0,32.37511,47.423355,beta,12,beta,beta,human1
human1_lib1.final_cell_0502-0,25.053408,-62.70818,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0503-0,-7.1526856,19.185875,delta,8,delta,delta,human1
human1_lib1.final_cell_0504-0,30.010626,13.94709,beta,12,beta,beta,human1
human1_lib1.final_cell_0505-0,-63.8204,26.460281,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0506-0,0.5357168,-62.37544,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0507-0,-34.586052,22.262978,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0508-0,-7.3573117,-28.313787,beta,15,epsilon,quiescent_stellate,human1
human1_lib1.final_cell_0509-0,-63.764214,23.665136,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0510-0,-26.929241,-0.18256617,activated_stellate,10,activated_stellate,activated_stellate,human1
human1_lib1.final_cell_0511-0,-41.578568,-63.62298,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0512-0,38.629894,1.1961015,beta,12,beta,beta,human1
human1_lib1.final_cell_0513-0,-32.15113,17.345871,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0514-0,29.206871,0.75433445,beta,12,beta,beta,human1
human1_lib1.final_cell_0515-0,-53.10886,26.252718,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0516-0,-48.70761,-67.252205,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0517-0,30.600466,44.997307,beta,12,beta,beta,human1
human1_lib1.final_cell_0518-0,47.815228,-18.481825,beta,12,beta,beta,human1
human1_lib1.final_cell_0519-0,18.260439,-56.619987,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0520-0,-58.143513,25.908754,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0521-0,-44.111473,-68.32924,gamma,7,gamma,gamma,human1
human1_lib1.final_cell_0522-0,28.781746,-2.273915,beta,12,beta,beta,human1
human1_lib1.final_cell_0523-0,48.367573,44.7021,beta,12,beta,beta,human1
human1_lib1.final_cell_0524-0,45.570812,61.89438,beta,12,beta,beta,human1
human1_lib1.final_cell_0525-0,-3.9772246,8.641984,beta,8,delta,delta,human1
human1_lib1.final_cell_0526-0,-53.03389,30.307238,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0527-0,44.145,-38.97591,mast,4,mast,mast,human1
human1_lib1.final_cell_0528-0,37.557526,27.394804,beta,12,beta,beta,human1
human1_lib1.final_cell_0529-0,52.903294,45.466503,beta,12,beta,beta,human1
human1_lib1.final_cell_0530-0,-52.949066,31.79673,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0531-0,39.974537,-0.462568,beta,12,beta,beta,human1
human1_lib1.final_cell_0532-0,-54.147358,31.023952,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0533-0,27.029486,-0.66480523,beta,12,beta,beta,human1
human1_lib1.final_cell_0534-0,-63.181767,25.394262,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0535-0,31.273449,53.22297,beta,12,beta,beta,human1
human1_lib1.final_cell_0536-0,-29.338732,18.09876,quiescent_stellate,15,epsilon,quiescent_stellate,human1
human1_lib1.final_cell_0537-0,-63.023167,25.593452,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0538-0,-60.605343,25.58339,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0539-0,44.722286,18.237768,beta,12,beta,beta,human1
human1_lib1.final_cell_0540-0,-63.868317,27.425533,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0541-0,-32.138313,14.78734,quiescent_stellate,13,quiescent_stellate,quiescent_stellate,human1
human1_lib1.final_cell_0542-0,55.94322,47.51302,beta,12,beta,beta,human1
human1_lib1.final_cell_0543-0,28.747334,-63.958344,alpha,11,alpha,alpha,human1
human1_lib1.final_cell_0544-0,-52.605225,-2.2331052,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0545-0,-55.848675,33.196323,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0546-0,36.242332,69.331924,beta,12,beta,beta,human1
human1_lib1.final_cell_0547-0,44.67985,0.22625001,beta,12,beta,beta,human1
human1_lib1.final_cell_0548-0,-63.77127,27.052198,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0549-0,45.504322,-19.027205,beta,12,beta,beta,human1
human1_lib1.final_cell_0550-0,27.83381,17.948856,beta,12,beta,beta,human1
human1_lib1.final_cell_0551-0,28.670656,3.62132,beta,12,beta,beta,human1
human1_lib1.final_cell_0552-0,-56.623165,32.60925,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0553-0,-90.25449,14.216794,macrophage,6,macrophage,macrophage,human1
human1_lib1.final_cell_0554-0,-63.472363,27.22505,endothelial,0,endothelial,endothelial,human1
human1_lib1.final_cell_0555-0,-55.6466,-2.7534847,ductal,3,ductal,ductal,human1
human1_lib1.final_cell_0556-0,34.334435,-4.65229,beta,12,beta,beta,human1
